Row ID,Establishment ID,Inspection ID,Company/Franchise,Name,Type,Address,Lat,Long,Status,Minimum inspections per year,Infraction details,Inspection date,Severity,Action,Court outcome,Amount fined
39269,10433557,104047988,Prime Tobacco and Gifts,Prime Tobacco and Gifts,Food Store (Convenience / Variety),55 ST CLAIR AVE W,43.68850079,-79.39159012,Pass,1,Operator fail to provide accurate indicating thermometer(s),2017-09-06,S - Significant,Corrected During Inspection,,
39271,10433558,103963520,DELICA,DELICA,Restaurant,913 QUEEN ST E,43.66049297,-79.3413997,Pass,2,FAIL TO REMOVE GARBAGE RECEPTACLE FROM ROOM WHEN FULL O. REG  562/90 SEC. 57(2)(B),2017-05-08,S - Significant,Corrected During Inspection,,
39282,10433626,103996657,Gabby's,GABBY'S,Restaurant,727 DANFORTH AVE,43.67912672,-79.34300729,Pass,3,,2017-06-22,,,,
39287,10433652,104010347,STACK,STACK,Restaurant,3265 YONGE ST,43.72929813,-79.40300349,Pass,3,,2017-07-13,,,,
39290,10433754,103986049,ROCKCLIFFE MIDDLE SCHOOL,ROCKCLIFFE MIDDLE SCHOOL,School Nourishment Program,400 ROCKCLIFFE BLVD,43.67402476,-79.4884385,Conditional Pass,2,Operator fail to properly wash surfaces in rooms,2017-06-07,M - Minor,Notice to Comply,,
39293,10433831,103995288,LARA'S RESTAURANT,LARA'S RESTAURANT,Restaurant,155 CONSUMERS RD,43.7732192,-79.33271484,Pass,2,,2017-06-20,,,,
39297,10433833,104071687,Gluten Freedom,Gluten Freedom,Bakery,24 BRYDON DR,43.71457741,-79.57202499,Pass,2,,2017-10-12,,,,
39300,10433837,104015259,BUTCHER BY NATURE,BUTCHER BY NATURE,Butcher Shop,515 ANNETTE ST,43.66002538,-79.47951333,Pass,2,,2017-07-20,,,,
39302,10433847,104126562,St. Martin De Porres School,St. Martin De Porres School,School Nourishment Program,230 MORNINGSIDE AVE,43.76713719,-79.18682499,Conditional Pass,1,Operator fail to provide required supplies at sinks,2018-01-18,S - Significant,Notice to Comply,,
39306,10433887,103987794,QUIZNO'S SUB,QUIZNO'S SUB,Food Take Out,33 YONGE ST,43.64741,-79.3768,Pass,2,Operator fail to properly wash equipment,2017-06-09,M - Minor,Notice to Comply,,
39312,10433958,103955486,ST GEORGE MINI SCHOOL MALLARD,ST GEORGE MINI SCHOOL MALLARD,Child Care - Food Preparation,33 MALLARD RD,43.748188,-79.34657,Pass,2,FAIL TO HAVE TEST REAGENT AVAILABLE AT  PLACE OF SANITIZATION O. REG  562/90 SEC. 75(2),2017-04-25,S - Significant,Corrected During Inspection,,
39319,10433986,103957005,SU & SHI,SU & SHI,Restaurant,3401 DUFFERIN ST,43.72607903,-79.45147044,Pass,3,OPERATOR FAIL TO ENSURE CHIPPED UTENSIL NOT USED IN FOOD HANDLING O. REG  562/90 SEC. 59(B),2017-04-27,S - Significant,Corrected During Inspection,,
39359,10434017,103991834,THE DOG AND BEAR,THE DOG AND BEAR,Restaurant,1100 QUEEN ST W,43.64352,-79.42279,Pass,2,FAIL TO SCRUB LARGE UTENSIL WITH DETERGENT SOLUTION O. REG  562/90 SEC. 82,2017-06-15,S - Significant,Corrected During Inspection,,
39367,10434060,104366020,PREMIER HERBAL,PREMIER HERBAL,Food Processing Plant,109 DOLOMITE DR,43.78018621,-79.47192286,Pass,1,,2018-12-14,,,,
39368,10434064,104056716,C'EST BON RESTAURANT,C'EST BON RESTAURANT,Restaurant,2685 YONGE ST,43.71687887,-79.40006448,Conditional Pass,3,Operator fail to ensure food is not contaminated/adulterated,2017-10-26,C - Crucial,Notice to Comply,,
39396,10434127,103960824,CINQ FOODS,CINQ FOODS,Food Caterer,11 CARLAW AVE,43.65589708,-79.33709597,Pass,2,Operator fail to properly wash surfaces in rooms,2017-05-03,M - Minor,Notice to Comply,,
39400,10434158,104027839,MAMMA'S PIZZA,MAMMA'S PIZZA,Food Take Out,249 QUEENS QUAY  W,43.63882,-79.385605,Pass,2,Operator fail to properly maintain equipment(NON-FOOD),2017-08-08,M - Minor,Notice to Comply,,
39404,10434163,104038239,CHO WON FAMILY RESTAURANT,CHO WON FAMILY RESTAURANT,Restaurant,17 DREWRY AVE,43.78665555,-79.41858862,Pass,3,Operator fail to properly wash equipment,2017-08-29,M - Minor,Notice to Comply,,
39416,10434167,104021610,GRACE'S PATTY WORLD,GRACE'S PATTY WORLD,Restaurant,11 WESTMORE DR,43.74300422,-79.60360564,Pass,2,,2017-07-28,,,,
39420,10434170,104437742,PIK KWIK CONVENIENCE,PIK KWIK CONVENIENCE,Food Store (Convenience / Variety),793 DON MILLS RD,43.71898526,-79.33771014,Pass,1,,2019-03-25,,,,
39421,10434173,104050409,KFC,KFC,Food Court Vendor,900 DUFFERIN ST,43.656017,-79.435234,Pass,2,,2017-09-12,,,,
39425,10434178,104087319,EVERGREEN GARDEN MARKET,EVERGREEN GARDEN MARKET,Food Store (Convenience / Variety),550 BAYVIEW AVE,43.68379194,-79.3656312,Pass,1,,2017-11-06,,,,
39428,10434190,103990305,TORO HOT DOG SAUSAGE,TORO HOT DOG SAUSAGE,Food Take Out,80 TORO RD,43.76110636,-79.48547281,Pass,1,Operator fail to properly wash equipment,2017-06-13,M - Minor,Notice to Comply,,
39430,10434229,104062346,PIZZA NOVA,Pizza Nova,Food Take Out,395 BAMBURGH CRCL,43.81607509,-79.32361388,Pass,2,,2017-09-27,,,,
39434,10434234,104209675,La-Riss Foods,La-Riss Foods,Food Processing Plant,3501 MCNICOLL AVE,43.82280629,-79.25047218,Pass,2,Operator fail to properly maintain rooms,2018-05-01,M - Minor,Notice to Comply,,
39439,10434270,104006078,Starbucks,STARBUCKS,Restaurant,2 OSSINGTON AVE,43.644226,-79.41889,Pass,2,FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21,2017-07-06,S - Significant,Corrected During Inspection,,
39444,10434272,104173899,Freshco,FRESH CO.,Supermarket,22 NORTHCOTE AVE,43.643127,-79.42617,Pass,1,,2018-03-09,,,,
39445,10434345,103969785,WHITE BRICK KITCHEN,WHITE BRICK KITCHEN,Restaurant,641 BLOOR ST W,43.664337,-79.41486,Pass,2,Operator fail to properly maintain rooms,2017-05-16,M - Minor,Notice to Comply,,
39450,10434361,104005922,BLOOR MEAT & GROCERY,BLOOR MEAT & GROCERY,Butcher Shop,676 BLOOR ST W,43.663967,-79.41658,Pass,2,Fail to provide garbage containers with required lids O. Reg  562/90 Sec. 20(1)(e),2017-07-06,M - Minor,Notice to Comply,,
39460,10434480,104156982,AKHIGBE AFRICAN CARIBBEAN FOOD MARKET,AKHIGBE AFRICAN CARIBBEAN FOOD MARKET,Food Store (Convenience / Variety),8 REXDALE BLVD,43.71466164,-79.55610998,Pass,1,Operator fail to properly wash equipment,2018-03-06,M - Minor,Notice to Comply,,
39463,10434551,103976309,WINDERMERE KIDS,WINDERMERE KIDS,Child Care - Catered,356 WINDERMERE AVE,43.64880572,-79.48042415,Pass,2,,2017-05-26,,,,
39466,10434552,104317337,CAFE 512,CAFE 512,Restaurant,1376 ST CLAIR AVE W,43.67661603,-79.45020628,Pass,1,,2018-10-02,,,,
39467,10434554,104114690,JAZZ BISTRO,JAZZ BISTRO,Restaurant,251 VICTORIA ST,43.65581313,-79.3790539,Pass,3,Operator fail to properly wash equipment,2017-12-20,M - Minor,Notice to Comply,,
39484,10434560,103958390,GOOGLE KITCHEN,GOOGLE KITCHEN,Cafeteria,111 RICHMOND ST W,43.65269111,-79.3735933,Pass,2,,2017-04-28,,,,
39488,10434602,103947342,DICKENS RESTAURANT,DICKENS RESTAURANT,Restaurant,8 GLEN WATFORD DR,43.78659019,-79.27668991,Pass,2,Operator fail to properly wash equipment,2017-04-11,M - Minor,Notice to Comply,,
39493,10434623,103985016,Little Caesar's,LITTLE CAESARS,Food Take Out,2065 LAWRENCE AVE E,43.745471,-79.2940042,Pass,2,FAIL TO CLEAN TOILETS ONCE A DAY O. REG  562/90 SEC. 68(4),2017-06-08,S - Significant,Corrected During Inspection,,
39507,10434709,104120980,Daisy Mart,DAISY MART,Food Store (Convenience / Variety),500 ORIOLE PKWY,43.70464625,-79.40633517,Pass,1,,2018-01-03,,,,
39508,10434715,104060694,SAVE ENTERPRISES,SAVE ENTERPRISES,Food Store (Convenience / Variety),81 ST CLAIR AVE E,43.68868317,-79.39036475,Pass,1,FAIL TO STORE FOOD ON RACKS OR SHELVES O. REG  562/90 SEC. 23,2017-09-25,S - Significant,Corrected During Inspection,,
39509,10434748,104092513,PINK BERRY,PINK BERRY,Food Take Out,161 BAY ST,43.646477,-79.379,Pass,2,,2017-11-15,,,,
39512,10434803,103987294,Starbucks,STARBUCKS COFFEE,Restaurant,3050 YONGE ST,43.72489862,-79.4025375,Pass,1,,2017-06-09,,,,
39516,10434823,104075137,CAFE FRAPPE,CAFE FRAPPE,Restaurant,519 DANFORTH AVE,43.67796364,-79.34856469,Pass,2,Operator fail to properly maintain rooms,2017-10-18,M - Minor,Notice to Comply,,
39523,10434841,103974921,India 360,India 360,Restaurant,2761 MARKHAM RD,43.82128774,-79.24591579,Pass,2,Operator fail to properly maintain equipment(NON-FOOD),2017-06-16,M - Minor,Notice to Comply,,
39529,10434843,104052384,Tim Hortons,TIM HORTONS,Food Take Out,435 BROWNS LINE,43.60216952,-79.54491091,Pass,2,,2017-09-13,,,,
39533,10434846,103987498,THE YORK SCHOOL,THE YORK SCHOOL,Secondary School Food Services,1639 YONGE ST,43.69179937,-79.39494627,Pass,2,,2017-06-09,,,,
39537,10434890,104064315,MOXIE'S CLASSIC GRILL,MOXIE'S CLASSIC GRILL,Restaurant,1800 SHEPPARD AVE E,43.77774825,-79.34449822,Pass,2,Food handler fail to wear headgear,2017-09-29,M - Minor,Notice to Comply,,
39547,10434893,103949652,KUNG FU DUCK,KUNG FU DUCK,Food Take Out,10 NORTHTOWN WAY,43.77583479,-79.41324413,Pass,3,Operator fail to properly maintain rooms,2017-04-13,M - Minor,Notice to Comply,,
39559,10435063,103975027,PIZZA NOVA,Pizza Nova / Nova Ristorante,Restaurant,2272 LAWRENCE AVE E,43.749077,-79.27754,Pass,2,,2017-05-26,,,,
39563,10435152,103983092,Brioche Doree,BRIOCHE DOREE CAFE AND BAKERY,Restaurant,650 KING ST W,43.64455745,-79.40218092,Pass,2,,2017-06-07,,,,
39567,10435186,104010685,THAI BASIL,THAI BASIL,Restaurant,467 BLOOR ST W,43.666077,-79.406624,Pass,3,,2017-07-13,,,,
39585,10435195,103946764,HOLLYWOOD GROCERY,HOLLYWOOD GROCERY,Food Store (Convenience / Variety),1072 BATHURST ST,43.672276,-79.414,Pass,1,OPERATOR FAIL TO ENSURE SINGLE-SERVICE ARTICLES KEPT IN MANNER PREVENTING CONTAMINATION O. REG  562/90 SEC. 59(D),2017-04-10,S - Significant,Corrected During Inspection,,
39588,10435255,103979347,Tim Hortons,114-TIM HORTONS C07,Food Take Out,1 BLUE JAYS WAY,43.64168,-79.39012,Pass,2,,2017-05-31,,,,
39593,10435431,103976867,COCO KARAOKE RESTAURANT,COCO KARAOKE RESTAURANT,Restaurant,1290 FINCH AVE W,43.76533316,-79.48952919,Pass,2,,2017-05-27,,,,
39594,10435472,103970905,McDonald's,MCDONALD'S,Restaurant,4808 YONGE ST,43.76184628,-79.41136975,Pass,2,FAIL TO STORE FOOD ON PALLETS O. REG  562/90 SEC. 23,2017-05-17,S - Significant,Corrected During Inspection,,
39600,10435517,104113706,THE LUNCH LADY,THE LUNCH LADY,Food Caterer,302 BRIDGELAND AVE,43.72414008,-79.4715781,Pass,3,,2017-12-19,,,,
39604,10435530,103957742,THE PIPER'S PUB AND GRILL,THE PIPER'S PUB AND GRILL,Restaurant,782 ST CLAIR AVE W,43.68121995,-79.42943422,Pass,3,OPERATE FOOD PREMISE-MECHANICAL EQUIPMENT NOT MAINTAINED TO PROVIDE SUFFICIENT CHEMICAL SOLUTION RINSE O. REG  562/90 SEC. 77(A)(II)(B),2017-04-27,S - Significant,Corrected During Inspection,,
39618,10435531,104225567,ACADEMY OF LIONS,ACADEMY OF LIONS,Food Store (Convenience / Variety),64 OSSINGTON AVE,43.645645,-79.41954,Pass,1,,2018-05-23,,,,
39620,10435532,103949010,HOGTOWN PUB AND OYSTERS,HOGTOWN PUB AND OYSTERS,Restaurant,633 COLLEGE ST,43.65483092,-79.41501406,Pass,3,Operator fail to properly maintain rooms,2017-04-12,M - Minor,Notice to Comply,,
39634,10435618,104017561,Pizza Pizza,PIZZA PIZZA #96,Restaurant,1124 QUEEN ST W,43.643307,-79.423744,Pass,2,,2017-07-24,,,,
39638,10435706,103979405,KOREAN CANADIAN CULTURE CENTRE KITCHEN,KOREAN CANADIAN CULTURE CENTRE KITCHEN,Banquet Facility,1133 LESLIE ST,43.72635803,-79.34850603,Conditional Pass,2,Operate food premise maintained in manner adversely affecting sanitary condition O. Reg  562/90 Sec. 11(a)(ii),2017-05-31,S - Significant,Notice to Comply,,
39647,10435714,104130989,Hasty Market,HASTY MARKET,Food Store (Convenience / Variety),201 LLOYD MANOR RD,43.6751905,-79.555494,Pass,1,Operator fail to properly wash surfaces in rooms,2018-01-17,M - Minor,Notice to Comply,,
39648,10435716,104055554,CHARLEY'S GRILLED SUBS,CHARLEY'S GRILLED SUBS,Food Court Vendor,500 REXDALE BLVD,43.72038522,-79.60006398,Pass,2,,2017-09-27,,,,
39650,10435807,103975014,QUEEN PALACE BANQUET HALL,QUEEN PALACE BANQUET HALL,Banquet Facility,1173 BRIMLEY RD,43.76569192,-79.25902095,Pass,3,Operator fail to properly maintain equipment(NON-FOOD),2017-05-31,M - Minor,Notice to Comply,,
39673,10435902,104073286,LIQUID NUTRITION,LIQUID NUTRITION,Food Take Out,145 KING ST W,43.647522,-79.38424,Pass,2,,2017-10-16,,,,
39677,10435921,104093691,Starbucks,STARBUCKS COFFEE CO,Restaurant,130 KING ST W,43.648045,-79.38345,Pass,2,,2017-11-24,,,,
39680,10435958,103974638,FARMHOUSE TAVERN,FARMHOUSE TAVERN,Restaurant,1627 DUPONT ST,43.664852,-79.45541,Pass,3,Operator fail to properly wash surfaces in rooms,2017-05-24,M - Minor,Notice to Comply,,
39685,10435994,103968995,AMAYA EXPRESS,AMAYA EXPRESS,Food Take Out,3401 DUFFERIN ST,43.72607903,-79.45147044,Pass,3,Operator fail to properly maintain rooms,2017-06-27,M - Minor,Notice to Comply,,
39709,10436018,104039683,HABIBI SHAWARMA,HABIBI SHAWARMA,Restaurant,1214 KING ST W,43.6389,-79.427986,Pass,2,,2017-08-24,,,,
39713,10436099,104196778,HARBOUR CLUB AT YORK QUAY,HARBOUR CLUB AT YORK QUAY,Private Club,99 HARBOUR SQ,43.64008366,-79.37909495,Pass,2,,2018-04-18,,,,
39714,10436136,104112770,FIVE GUYS BURGERS AND FRIES,FIVE GUYS BURGERS AND FRIES,Restaurant,85 LAIRD DR,43.70622557,-79.36100584,Pass,2,OPERATOR FAIL TO ENSURE COVER WILL PREVENT CONTAMINATION OR ADULTERATION O. REG  562/90 SEC. 59(C)(II),2017-12-16,S - Significant,Corrected During Inspection,,
39719,10436233,103977377,VILLAGE CHILL,VILLAGE CHILL,Food Take Out,325 LONSDALE RD,43.68863264,-79.41218038,Pass,1,IMMERSE UTENSILS IN CHLORINE SOLUTION OF LESS THAN 100 P.P.M. OF AVAILABLE CHLORINE O. REG  562/90 SEC. 75(1)(B),2017-05-24,S - Significant,Corrected During Inspection,,
39721,10436261,104212018,Tim Hortons,TIM HORTONS,Restaurant,4841 YONGE ST,43.76226477,-79.41083282,Pass,1,Operator fail to properly wash surfaces in rooms,2018-05-04,M - Minor,Notice to Comply,,
39722,10436320,104069567,FIRST CONVENIENCE,FIRST CONVENIENCE,Food Store (Convenience / Variety),1734 QUEEN ST W,43.638855,-79.44572,Pass,1,Fail to Ensure the Presence of the Holder of a Valid Food Handler's Certificate. Muncipal Code Chapter 545-157(17)(a),2017-10-10,NA - Not Applicable,Notice to Comply,,
39725,10436391,104092224,Caterpillar & Co.,Caterpillar & Co.,Child Care - Catered,55 CHAUNCEY AVE,43.63663703,-79.52645659,Pass,2,,2017-11-14,,,,
39727,10436393,104107405,LEARNING JUNGLE,LEARNING JUNGLE,Child Care - Catered,1982 ISLINGTON AVE,43.69530707,-79.54626085,Pass,2,,2017-12-08,,,,
39729,10436401,104011007,Hasty Market,HASTY MARKET,Food Take Out,666 BURNHAMTHORPE RD,43.64168403,-79.57669111,Pass,2,Operator fail to properly wash surfaces in rooms,2017-07-14,M - Minor,Notice to Comply,,
39734,10436424,103997327,WEST MALL BLOOR FISH & CHIPS,WEST MALL BLOOR FISH & CHIPS,Restaurant,290 THE WEST MALL,43.634647,-79.56257,Pass,2,,2017-06-28,,,,
39738,10436432,104091992,THE ABBOT,THE ABBOT,Restaurant,508 EGLINTON AVE W,43.70383338,-79.41349552,Pass,2,Operator fail to properly wash equipment,2017-12-21,M - Minor,Notice to Comply,,
39743,10436465,103975811,FORGET ME NOT CAFE,FORGET ME NOT CAFE,Restaurant,883 WILSON AVE,43.7304641,-79.46657046,Pass,2,FAIL TO PROVIDE SOAP OR DETERGENT IN FOOD PREPARATION AREA O. REG  562/90 SEC. 20(1)(C),2017-05-25,S - Significant,Corrected During Inspection,,
39751,10436513,103985403,CENTRAL TECHNICAL SCHOOL - CULINARY SCHOOL,CENTRAL TECHNICAL SCHOOL - CULINARY SCHOOL,Community Kitchen Meal Program,725 BATHURST ST,43.663727,-79.40876,Pass,3,Operator fail to properly maintain rooms,2017-06-07,M - Minor,Notice to Comply,,
39763,10436541,104083177,Oakdale Pharmacy,Oakdale Pharmacy,Food Store (Convenience / Variety),2065 FINCH AVE W,43.75573938,-79.52328761,Pass,1,,2017-10-31,,,,
39764,10436549,104065994,Raymond's Smoke & Gift,Raymond's Smoke & Gift,Food Store (Convenience / Variety),1700 WILSON AVE,43.7209713,-79.51253119,Pass,1,,2017-10-05,,,,
39765,10436602,104030217,FAMOSO,FAMOSO,Restaurant,386 BLOOR ST W,43.666145,-79.40683,Pass,2,Operator fail to properly wash surfaces in rooms,2017-08-11,M - Minor,Notice to Comply,,
39768,10436726,104021521,SUSHI CALIFORNIA,SUSHI CALIFORNIA,Restaurant,1238 ST CLAIR AVE W,43.6776502,-79.44566822,Pass,2,,2017-07-28,,,,
39773,10436768,103972208,KFC,KFC,Food Take Out,2000 JANE ST,43.71453405,-79.50774978,Pass,2,,2017-05-16,,,,
39780,10436770,104046734,McDonald's,MCDONALD'S,Restaurant,2020 JANE ST,43.7157241,-79.50787924,Pass,2,Operator fail to properly maintain equipment(NON-FOOD),2017-09-25,M - Minor,Notice to Comply,,
39785,10436793,104002125,TACO F.C. CART,TACO F.C. CART,Food Take Out,170 PRINCES BLVD,43.632687,-79.41994,Pass,2,,2017-06-30,,,,
39789,10436976,103972049,VAUGHAN ROAD FOOD MARKET,VAUGHAN ROAD FOOD MARKET,Supermarket,218 VAUGHAN RD,43.68751657,-79.42403295,Pass,2,FAIL TO SANITIZE UTENSILS IN THIRD SINK O. REG  562/90 SEC. 74(C),2017-05-18,S - Significant,Corrected During Inspection,,
39801,10436991,103951930,Cliffside Meats & Deli,Cliffside Meats & Deli,Butcher Shop,2476 KINGSTON RD,43.71038283,-79.24921295,Pass,2,,2017-04-19,,,,
39804,10436994,104053397,Swiss Chalet,SWISS CHALET ROTISSERIE & GRILL,Restaurant,3253 BAYVIEW AVE,43.79161337,-79.39302338,Pass,2,OPERATOR FAIL TO ENSURE COVER WILL PREVENT CONTAMINATION OR ADULTERATION O. REG  562/90 SEC. 59(C)(II),2017-09-14,S - Significant,Corrected During Inspection,,
39810,10437013,103977874,NEW AL REHMAN HALAL,NEW AL REHMAN HALAL,Butcher Shop,101 WESTMORE DR,43.73736108,-79.60148044,Conditional Pass,2,Operator fail to properly maintain mechanical equipment,2017-05-30,S - Significant,Notice to Comply,,
39817,10437206,104011696,Earth and City,Earth and City,Food Processing Plant,88 CAWTHRA AVE,43.67034432,-79.46452872,Pass,2,Operator fail to properly wash surfaces in rooms,2017-07-17,M - Minor,Notice to Comply,,
39819,10437254,104004793,APPLAUSE CATERING,APPLAUSE CATERING,Food Caterer,1700 BATHURST ST,43.6954813,-79.4244248,Pass,3,FAIL TO HAVE TEST REAGENT AVAILABLE AT  PLACE OF SANITIZATION O. REG  562/90 SEC. 75(2),2017-07-05,S - Significant,Corrected During Inspection,,
39837,10437255,103968562,MIX IT UP,MIX IT UP,Food Court Vendor,399 BATHURST ST,43.653706,-79.40606,Pass,3,,2017-05-15,,,,
39842,10437273,104149347,The Hole in the Wall,The Hole in the Wall,Restaurant,2867 DUNDAS ST W,43.665216,-79.46520559,Conditional Pass,2,Operator fail to properly maintain rooms,2018-02-16,M - Minor,Notice to Comply,,
39851,10437276,104070153,KFC,KFC,Food Take Out,2032 KIPLING AVE,43.71216539,-79.56755344,Pass,2,Operator fail to properly wash equipment,2017-10-10,M - Minor,Notice to Comply,,
39855,10437320,104059190,Wing Machine,WING MACHINE/GINO'S PIZZA,Food Court Vendor,399 BATHURST ST,43.653706,-79.40606,Conditional Pass,3,"Did knowingly furnish false information to an inspector, appointed by the Medical Officer of Health, whois carrying out any power, duty or direction under this Act - Health Promotion and Protection Act RSO 1990, Chapter  H.7 Sec.105",2017-09-22,NA - Not Applicable,Summons,Pending,
39864,10437407,104022740,SHAWARMA'S KING,SHAWARMA'S KING,Restaurant,60 QUEEN ST E,43.65335115,-79.37563858,Pass,3,OPERATOR FAIL TO ENSURE COVER WILL PREVENT CONTAMINATION OR ADULTERATION O. REG  562/90 SEC. 59(C)(II),2017-07-31,S - Significant,Corrected During Inspection,,
39877,10437426,103963285,LUNCH BOX,LUNCH BOX,Restaurant,1731 BLOOR ST W,43.654633,-79.45969,Pass,3,Operator fail to properly maintain rooms,2017-05-08,M - Minor,Notice to Comply,,
39884,10437451,103971218,O SUSHI,O SUSHI,Restaurant,6 COXWELL AVE,43.66659887,-79.31683953,Pass,3,FAIL TO HAVE TEST REAGENT AVAILABLE AT  PLACE OF SANITIZATION O. REG  562/90 SEC. 75(2),2017-05-17,S - Significant,Corrected During Inspection,,
39893,10437459,104008957,Bibab Express,BIBAB EXPRESS,Restaurant,890 YONGE ST,43.67329753,-79.38835452,Pass,2,,2017-07-11,,,,
39897,10437499,103962526,E'COLE ELEMENTAIRE CHARLES SAURIOL,E'COLE ELEMENTAIRE CHARLES SAURIOL,Child Care - Catered,55 PELHAM AVE,43.66768225,-79.45535289,Pass,2,,2017-05-05,,,,
39901,10437620,104002213,WESLODGE,WESLODGE,Restaurant,480 KING ST W,43.64554235,-79.39641132,Pass,2,,2017-06-29,,,,
39906,10437623,104025443,LE BARATIN,LE BARATIN,Restaurant,1600 DUNDAS ST W,43.649982,-79.435074,Pass,2,FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21,2017-08-08,S - Significant,Corrected During Inspection,,
39911,10437641,103998556,Fresh Halal Pizza,Fresh Halal Pizza,Food Take Out,2267 ISLINGTON AVE,43.7167606,-79.55462013,Pass,2,Operator fail to ensure ceiling of food-handling room kept in good repair O. Reg  562/90 Sec. 59(h),2017-06-30,M - Minor,Notice to Comply,,
39919,10437645,103993907,Popeye's Louisiana Kitchen,Popeyes,Restaurant,2261 ISLINGTON AVE,43.71596178,-79.55463453,Pass,2,FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21,2017-06-27,S - Significant,Corrected During Inspection,,
39928,10437674,104106774,GOLDEN COOK CARIBBEAN RESTAURANT AND WEST INDIAN STORE,GOLDEN COOK CARIBBEAN RESTAURANT AND WEST INDIAN STORE,Food Take Out,2955 LAKE SHORE BLVD W,43.60044179,-79.50572578,Pass,2,Operator fail to properly maintain rooms,2017-12-07,M - Minor,Notice to Comply,,
39931,10437681,103943780,ST. BERNARD'S RESIDENCE,ST. BERNARD'S RESIDENCE,Retirement Homes(Licensed),685 FINCH AVE W,43.77052219,-79.45688648,Pass,3,Operator fail to properly maintain rooms,2017-04-19,M - Minor,Notice to Comply,,
39941,10437745,103999058,HOKKAIDO/RAMEN/SANTOUKA RESTAURANT,HOKKAIDO/RAMEN/SANTOUKA RESTAURANT,Restaurant,91 DUNDAS ST E,43.65629323,-79.37757499,Pass,2,OPERATOR FAIL TO ENSURE COVER WILL PREVENT CONTAMINATION OR ADULTERATION O. REG  562/90 SEC. 59(C)(II),2017-06-26,S - Significant,Corrected During Inspection,,
39951,10437876,104207204,Dollarama,DOLLARAMA,Food Store (Convenience / Variety),512 BLOOR ST W,43.665348,-79.41061,Pass,1,Operator fail to properly maintain rooms,2018-04-30,M - Minor,Notice to Comply,,
39952,10437960,104142393,Subway,SUBWAY,Restaurant,3132 EGLINTON AVE E,43.74236812,-79.22425262,Pass,1,Operator fail to properly wash surfaces in rooms,2018-02-08,M - Minor,Notice to Comply,,
39953,10438034,103968650,ISLINGTON VILLAGE CHILD CARE CENTRE,ISLINGTON VILLAGE CHILD CARE CENTRE,Child Care - Catered,112 JUTLAND RD,43.62902494,-79.5181702,Pass,2,,2017-05-15,,,,
39958,10438042,103942504,SMITH,SMITH,Restaurant,553 CHURCH ST,43.66699572,-79.38117559,Pass,2,,2017-04-11,,,,
39967,10438053,104023596,SAKURA GARDEN,SAKURA GARDEN,Restaurant,1921 AVENUE RD,43.73354685,-79.41920065,Pass,2,Operator fail to properly wash surfaces in rooms,2017-08-01,M - Minor,Notice to Comply,,
39973,10438079,103985853,LEGENDS SPORTS LOUNGE,LEGENDS SPORTS LOUNGE,Restaurant,774 DANFORTH AVE,43.6796805,-79.34215659,Pass,2,,2017-06-07,,,,
39977,10438135,104085933,Subway,SUBWAY,Restaurant,2035 SHEPPARD AVE E,43.77521912,-79.3356838,Pass,2,,2017-11-03,,,,
39979,10438455,103969497,CLEESE CATERING,CLEESE CATERING,Food Caterer,11 CARLAW AVE,43.65589708,-79.33709597,Pass,3,Operator fail to properly wash surfaces in rooms,2017-05-16,M - Minor,Notice to Comply,,
39985,10438579,104026471,CEDARHURST,CEDARHURST,Retirement Homes(Licensed),2601 BAYVIEW AVE,43.75146436,-79.3839757,Pass,3,Operator fail to properly wash equipment,2017-08-04,M - Minor,Notice to Comply,,
39991,10438627,104045549,SHANGHAI 360,SHANGHAI 360,Food Court Vendor,3401 DUFFERIN ST,43.72607903,-79.45147044,Pass,3,FAIL TO STORE FOOD ON RACKS OR SHELVES O. REG  562/90 SEC. 23,2017-08-31,S - Significant,Corrected During Inspection,,
40008,10438702,103980352,Uthaya's Supermarket,Uthaya's Supermarket,Supermarket,5010 STEELES AVE W,43.75962214,-79.59301382,Pass,2,FAIL TO PROVIDE TOWELS IN FOOD PREPARATION AREA O. REG  562/90 SEC. 20(1)(C),2017-05-31,S - Significant,Corrected During Inspection,,
40028,10438760,104003851,SUNFLOWER MONTESSORI DAYCARE INC,SUNFLOWER MONTESSORI DAYCARE INC,Child Care - Food Preparation,582 OAKWOOD AVE,43.6940369,-79.44165684,Pass,3,,2017-07-27,,,,
40033,10438919,103999054,THE POMANAR,THE POMANAR,Restaurant,65 DUNDAS ST E,43.65601111,-79.37845424,Pass,3,Operator fail to properly wash equipment,2017-06-26,M - Minor,Notice to Comply,,
40045,10439012,104115628,HOT DOCS CINEMA,HOT DOCS CINEMA,Food Take Out,506 BLOOR ST W,43.665344,-79.41045,Pass,2,,2017-12-21,,,,
40050,10439170,103930239,PINE LAKE MONTESSORI SCHOOL,PINE LAKE MONTESSORI SCHOOL,Child Care - Catered,255 SHEPPARD AVE W,43.7586,-79.42310055,Pass,2,,2017-04-18,,,,
